Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
-0.6762236303569158,-0.7240992020625666,0.166917020319158,-1.3263394653431666,-0.7312031049823197,-0.727826118238574,0.38615676003856797,1.5451665278321431,-0.025009708648411937,0.8026736460483064,-0.2656639911297278,-1.3231228168611264,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,0.8174513618981638,-0.7364154345936079,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,-0.4347745511226812,-0.4438636337583135,1.245836343230108,-0.7364154345936079,-0.46434036463855244,-0.15577433984870592,0
0.08770019715565561,-0.7240992020625666,0.28614877297644126,1.4491967413240734,2.2418001406238663,0.5241128561900297,1.99637021697582,-0.64717943470015,0.7043643399343688,0.8026736460483064,-0.2656639911297278,0.08268638327612843,0.6384629414459576,-0.32354782581913066,-0.9747573932440271,1.1814473219143338,-1.2233143727083027,1.3579291701726104,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,-0.4347745511226812,-0.4438636337583135,-0.8026736460483063,1.3579291701726104,-0.46434036463855244,-0.15577433984870592,1
-1.003619556433732,-0.7240992020625666,-0.31000999030997495,0.061428637990453394,1.2507990587551376,-0.727826118238574,-0.15058105894051604,-0.64717943470015,-0.7543837572311927,0.8026736460483064,0.9050092005518201,-0.4331688372366075,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,0.8174513618981638,-0.7364154345936079,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,-0.4347745511226812,-0.4438636337583135,1.245836343230108,-0.7364154345936079,-0.46434036463855244,-0.15577433984870592,0
-0.02143177820328316,-0.7240992020625666,0.5246122782910078,0.061428637990453394,-0.7312031049823197,1.7760518306186335,-0.6873188779196,-0.64717943470015,0.7043643399343688,0.8026736460483064,-1.4363371828112756,-1.1668449618532466,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,-1.2233143727083027,-0.7364154345936079,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,1.0439838505122065,-0.4347745511226812,-0.4438636337583135,1.245836343230108,-0.7364154345936079,-0.46434036463855244,-0.15577433984870592,0
0.9607560000271658,1.4448179223227873,1.3592345468919904,0.061428637990453394,0.25979797688640904,-0.727826118238574,-0.6873188779196,-0.64717943470015,-1.4837578058139733,0.8026736460483064,-0.2656639911297278,0.09951275999526592,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,-1.2233143727083027,1.3579291701726104,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,-0.4347745511226812,2.252944201652046,-0.8026736460483063,1.3579291701726104,-0.46434036463855244,-0.15577433984870592,0
-1.003619556433732,-0.7240992020625666,-0.19077823765269172,-1.3263394653431666,0.25979797688640904,0.5241128561900297,-0.6873188779196,-0.64717943470015,0.7043643399343688,-1.2458363432301078,-0.2656639911297278,-1.369683475727781,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,-1.2233143727083027,-0.7364154345936079,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,2.3000426253509683,-0.4438636337583135,1.245836343230108,-0.7364154345936079,-0.46434036463855244,-0.15577433984870592,1
0.4150961232324719,-0.7240992020625666,-0.786937000939108,0.061428637990453394,-1.7222041868510485,0.5241128561900297,-0.15058105894051604,-0.64717943470015,-0.025009708648411937,-1.2458363432301078,0.9050092005518201,-0.04016921660469742,-1.5662616184664562,-0.32354782581913066,-0.9747573932440271,1.1814473219143338,-1.2233143727083027,1.3579291701726104,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,-0.4347745511226812,-0.4438636337583135,-0.8026736460483063,1.3579291701726104,-0.46434036463855244,-0.15577433984870592,0
0.8516240246682271,1.4448179223227873,-0.9061687535963912,0.061428637990453394,2.2418001406238663,0.5241128561900297,2.533108035954904,-0.64717943470015,-0.025009708648411937,-1.2458363432301078,0.9050092005518201,-0.4739670383227354,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,0.8174513618981638,1.3579291701726104,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,-0.9578692232733035,2.3000426253509683,-0.4438636337583135,-0.8026736460483063,1.3579291701726104,-0.46434036463855244,-0.15577433984870592,1
0.1968321725145944,-0.7240992020625666,-0.786937000939108,0.061428637990453394,1.2507990587551376,-0.727826118238574,0.9228945790176519,1.5451665278321431,1.4337383885171495,0.8026736460483064,0.9050092005518201,0.769340852403671,0.6384629414459576,-0.32354782581913066,-0.9747573932440271,1.1814473219143338,-1.2233143727083027,-0.7364154345936079,-0.15577433984870592,2.153592657787592,-0.242375482645128,1.0439838505122065,-0.4347745511226812,-0.4438636337583135,-0.8026736460483063,-0.7364154345936079,2.153592657787592,-0.15577433984870592,0
-1.4401474578694873,-0.7240992020625666,-0.31000999030997495,1.4491967413240734,-1.7222041868510485,1.7760518306186335,-0.15058105894051604,1.5451665278321431,-0.025009708648411937,-1.2458363432301078,-0.2656639911297278,-0.6493762531619632,0.6384629414459576,-0.32354782581913066,1.0258962967923382,-0.8464194564169571,0.8174513618981638,-0.7364154345936079,-0.15577433984870592,-0.46434036463855244,-0.242375482645128,1.0439838505122065,-0.4347745511226812,-0.4438636337583135,1.245836343230108,-0.7364154345936079,-0.46434036463855244,-0.15577433984870592,1
